Unnamed: 0,번호,제목,저자,출판사,출판일
,44,Online big data-driven oil consumption forecasting with Google trends,"Yu, Lean; Zhao, Yaqing; Tang, Ling; Yang, Zebin","Elsevier Science B.V., Amsterdam.",2019
,45,Educational big data: extracting meaning from data for smart education,"Chen, Nian-Shing; Yin, Chengjiu; Isaias, Pedro; Psotka, Joseph",Taylor and Francis,2020
,46,A Big Data–Based Geographically Weighted Regression Model for Public Housing Prices: A Case Study in Singapore,"Cao, Kai; Diao, Mi; Wu, Bo",Taylor & Francis,2019
,47,Forget 'Big Data ' Beware 'Little Data',"Dumenco, Simon","Crain Communications, Inc.",2014
,48,Using ‘big data’ to validate claims made in the pharmaceutical approval process,"Wasser, Thomas; Haynes, Kevin; Barron, John; Cziraky, Mark",Informa Healthcare,2015
,49,"Agriculture Big Data: Research Status, Challenges and Countermeasures","Zhang,  Haoran; Wei,  Xuyang; Zou,  Tengfei; Li,  Zhongliang; Yang,  Guocai",Springer.,2014
,50,Technology Big Data: In Search of Benefits Making insights actionable is key,unknown,MACLEAN HUNTER MEDIA,2016
,51,A Big Data-based Workers Behavior Observation in China Metro Construction,"Guo, Shengyu; Luo, Hanbin; Yong, Li","Elsevier Science B.V., Amsterdam",2015
,52,How ‘big data’ can make big impact: Findings from a systematic review and a longitudinal case study,"Fosso Wamba, S.; Akter, S.; Edwards, A.; Chopin, G.; Gnanzou, D.","Elsevier Science B.V., Amsterdam.",2015
,53,Exploring big data's strategic consequences,"Bhimani, Alnoor",Palgrave Macmillan,2015
,54,Prescription Data in Australia: How Useful is this 'Big' Data?,"Kim, H; Calcino, L; Calcino, G","Elsevier Science B.V., Amsterdam",2016
,55,"Altmetrics: ""big data"" that map the influence of New Zealand research","Konkiel, Stacy; Guichard, Stephanie","THE PIERIAN PRESS, INC.",2018
,56,Rethinking data‐driven decision support in flood risk management for a big data age,"Towe, Ross; Dean, Graham; Edwards, Liz; Nundloll, Vatsala; Blair, Gordon; Lamb, Rob; Hankin, Barry; Manson, Susan",John Wiley & Sons Ltd,2020
,57,Mining Big Data: A Philologist's Perspective,"Rütten, Tanja",CRIST-JAN DOEDENS,2019
,58,With ``Big Data'' Comes Big Responsibility: Outreach to North Carolina Medicaid Patients With 10 or More Computed Tomography Scans in 12 Months,"Biola, H.; Best, R.M.; Lahlou, R.M.; Burke, L.M.B.; Dewar, C.; Jackson, C.T.; Broder, J.; Grey, L.; Semelka, R.C.; Dobson, A.",NORTH CAROLINA MEDICAL SOCIETY,2014
,59,Energy big data: A survey,"Jiang,  Hui; Wang,  Kun; Wang,  Yihui; Gao,  Min; Zhang,  Yan",IEEE,2016
,60,"Biomedical Big Data: New Models of Control Over Access, Use and Governance","Vayena, E.; Blasimme, A.",Springer Science + Business Media,2017
,61,Administrative data: what surgeons should know about big data,"Hong, M. K.; Skandarajah, A. R.; Hayes, I. P.",John Wiley & Sons Ltd,2017
,62,Taming Big Data: An Information Extraction Strategy for Large Clinical Text Corpora,"Gundlapalli,  Adi V.; Divita,  Guy; Carter,  Marjorie E.; Redd,  Andrew; Samore,  Matthew H.; Gupta,  Kalpana; Trautner,  Barbara",IOS Press,2015
,63,A Big Data-Driven Model for the Optimization of Healthcare Processes,"Koufi,  Vassiliki; Malamateniou,  Flora; Vassilacopoulos,  George",IOS Press,2015
,64,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer Insight C. Strong, 2015 London, Kogan Page 224 pp., 19.99 ISBN 978-0-749-47211-5","Dietz, S.",John Wiley & Sons Ltd,2018
,65,Prescription Data in Australia: How Useful is this ‘Big' Data?,"Kim, H.; Calcino, L.; Calcino, G.","Elsevier Science B.V., Amsterdam",2016
,66,Wireless big data: transforming heterogeneous networks to smart networks,"Huang, Y.; Tan, J.; Liang, Y. C.",Springer Science + Business Media,2017
,67,"Integrating Big Data: Simulation, Predictive Analytics, Real Time Monitoring, and Data Warehousing in a Single Cloud Application","Mounir, N.; Guo, Y.; Panchal, Y.; Mohamed, I. M.; Abou-Sayed, A.; Abou-Sayed, O.",Offshore Technology Conference,2018
,68,"Bridging ""Big Data"" and Mechanistic Insight To Enable Precision Medicine","Douglass, Eugene F.","John Wiley & Sons, Ltd",2020
,69,"Beyond Big Data: Surveillance, Metadata and Technology-Enabled Intelligence Opportunities in Counter-Terrorism","Wells,  David",IOS Press.,2016
,70,A big data-driven dynamic estimation model of relief supplies demand in urban flood disaster,"Lin, Anqi; Wu, Hao; Liang, Guanghua; Cardenas-Tristan, Abraham; Wu, Xia; Zhao, Chong; Li, Dan","Elsevier Science B.V., Amsterdam",2020
,71,Using 'big data' to validate claims made in the pharmaceutical approval process,"Wasser, Thomas; Haynes, Kevin; Barron, John; Cziraky, Mark",Informa Healthcare,2015
,72,Bridging data-capacity gap in big data storage,"Bhat, Wasim Ahmad","Elsevier Science B.V., Amsterdam.",2018
,73,"Integrating ""big data"" into aquatic ecology: challenges and opportunities",unknown,John Wiley & Co Ltd,2017
,74,"Using ""Big Data"" in the Cost-Effectiveness Analysis of Next-Generation Sequencing Technologies: Challenges and Potential Solutions","Wordsworth, Sarah; Doble, Brett; Payne, Katherine; Buchanan, James; Marshall, Deborah A.; McCabe, Christopher; Regier, Dean A.","Elsevier Science B.V., Amsterdam",2018
,75,"Leveraging ""big data"" in respiratory medicine – data science, causal inference, and precision medicine","Raita, Yoshihiko; Camargo, Carlos A.; Liang, Liming; Hasegawa, Kohei",Informa Healthcare,2021
,76,Smart-Evac: Big Data-Based Decision Making for Emergency Evacuation,"Moulik, S.; Misra, S.; Obaidat, M. S.",IEEE,2015
,77,AScale: Big/Small Data ETL and Real-Time Data Freshness,"Martins,  Pedro; Abbasi,  Maryam; Furtado,  Pedro",Springer,2016
,78,"Leveraging ""big data"" to enhance the effectiveness of ""one health"" in an era of health informatics","Asokan, G.V.; Asokan, Vanitha","Elsevier Science B.V., Amsterdam",2015
,79,"Using big data for co-innovation processes: Mapping the field of data-driven innovation, proposing theoretical developments and providing a research agenda","Bresciani, Stefano; Ciampi, Francesco; Meli, Francesco; Ferraris, Alberto","Elsevier Science B.V., Amsterdam.",2021
,80,Thinking Big Large publishers are beginning to realize value in the ``big data'' phenomenon,unknown,PRIMEDIA,2014
,81,Exploiting Big Data's Benefits,"Heidrich, J.; Trendowicz, A.; Ebert, C.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016
,82,NEUROPATHOLOGY BIG DATA: IT'S ALL VCID,"Kapasi, Alifiya; Schneider, Julie A.",ELSEVIER SCIENCE B.V. AMSTERDAM,2019
,83,"Coastal 'Big Data' and nature-inspired computation: Prediction potentials, uncertainties, and knowledge derivation of neural networks for an algal metric","Millie, D. F.; Weckman, G. R.; Young, W. A.; Ivey, J. E.; Fries, D. P.; Ardjmand, E.; Fahnenstiel, G. L.","Elsevier Science B.V., Amsterdam",2013
,84,Aviation community is just beginning to understand what can be done with aircraft `big data',unknown,MCGRAW-HILL DATA SERVICES,2015
,85,The Big Picture About `Big Data',"Mummadi, Srinivas; Pai, Rakesh K.; Hahn, Peter",American Association for Physician Leadership,2017
,86,Rethinking big data: A review on the data quality and usage issues,"Liu, J.; Li, J.; Li, W.; Wu, J.","Elsevier Science B.V., Amsterdam.",2016
,87,Teaching 'big data' analysis to young immunologists,"Schultze, J. L.",Nature Publishing Group,2015
,88,Intel ``Big Data'' Science and Technology Center Vision and Execution Plan,"Stonebraker, M.; Madden, S.; Dubey, P.",Association for Computing Machinery; 1999,2013
,89,Taming big data: Applying the experimental method to naturalistic data sets,Eyal Sagi,PSYCHONOMIC SOCIETY PUBLICATIONS,2019
,90,A Data-Driven Framework for Business Analytics in the Context of Big Data,"Lu, Jing",Springer,2018
,91,Healthcare's ``Big Data'' Challenge,"Adler-Milstein, J.; Jha, A.K.","MWC MEDICAL WORLD COMMUNNICATIONS, INC",2013
,92,Demystifying Big Data: mandatory evolution for forensic accounting in Brazil,"Lima, Rafael Sousa; Serrano, André Luiz Marques; Cupertino, César Medeiros; Souza, Audrey Jones De; Ferreira, Lucas Oliveira Gomes",Inderscience,2020
,93,A data-driven approach for discovery of the latest research trends in higher education for business by leveraging advanced technology and big data,"Park, Young-Eun",Taylor & Francis,2021
,94,A big data-driven framework for sustainable and smart additive manufacturing,"Majeed, Arfan; Zhang, Yingfeng; Ren, Shan; Lv, Jingxiang; Peng, Tao; Waqar, Saad; Yin, Enhuai","Elsevier Science B.V., Amsterdam.",2021
,95,Using ``Big Data'' to Optimally Model Hydrology and Water Quality across Expansive Regions,"Roehl, E.A.; Cook, J.B.; Conrads, P.A.","Reston, Va.; American Society of Civil Engineers",2009
,96,The Big To Do About “Big Data”,"Schilling, P. L.; Bozic, K. J.",LIPPINCOTT WILLIAMS & WILKINS,2014
,97,Querying Big Data: Bridging Theory and Practice,"Fan, W.; Huai, J. P.",Springer Science + Business Media,2014
,98,RETHINK Big: European Roadmap for Hardware and Networking Optimizations for Big Data,"Alioto,  Gina; Carpenter,  Paul; Cristal,  Adrián; Unsal,  Osman; Leich,  Marcus; Avare,  Christophe",IEEE Computer Society,2017
,99,Harnessing Big Data: Capabilities that Deliver Results,unknown,CAHNERS,2015
,100,Do big data-driven HR practices improve HR service quality and innovation competency of SMEs,"Verma, Surabhi; Singh, Vibhav; Bhattacharyya, Som Sekhar",Emerald Group Publishing Limited,2020
,1,Architecting Time-Critical Big-Data Systems,"Basanta-Val, P.; Audsley, N. C.; Wellings, A. J.; Gray, I.; Fernandez-Garcia, N.",unknown,2016
,2,A trust-based crowdfunding campaign marketing framework: theoretical underpinnings and big-data analytics practice,"Baah-Peprah, Prince; Shneor, Rotem",Inderscience,2021
,3,Computation migration: a new approach to execute big-data bioinformatics workflows,"Nunes, Rickey T. P.; Deshpande, Santosh L.",Inderscience,2018
,4,The Structural Consequences of Big Data-Driven Education,unknown,Mary Ann Leibert,2017
,5,The Role of Teamwork in the Analysis of Big Data: A Study of Visual Analytics and Box Office Prediction,unknown,Mary Ann Leibert,2017
,6,Diversity in Big Data: A Review,unknown,Mary Ann Leibert,2017
,7,"Global water cycle and remote sensing big data: overview, challenge, and opportunities","Cui, Yaokui; Chen, Xi; Gao, Jinyu; Yan, Binyan; Tang, Guoqiang; Hong, Yang",John Wiley & Sons Ltd,2018
,8,Big Scholarly Data: A Survey,"Xia, F.; Wang, W.; Bekele, T. M.; Liu, H.",unknown,2017
,9,Sports Analytics in the Era of Big Data: Moving Toward the Next Frontier,"Assunção, Renato; Pelechrinis, Konstantinos",Mary Ann Leibert,2019
,10,"Mapping essential urban land use categories (EULUC) using geospatial big data: Progress, challenges, and opportunities","Chen, Bin; Xu, Bing; Gong, Peng",John Wiley & Sons Ltd,2021
,11,"Authors' Response to Gong's, “Comment on Data Science and its Relationship to Big Data and Data-Driven Decision Making”",unknown,Mary Ann Leibert,2014
,12,Data Science and its Relationship to Big Data and Data-Driven Decision Making,unknown,Mary Ann Leibert,2013
,13,Sports Analytics in the Era of Big Data: Moving Toward the Next Frontier,"Assunção, Renato; Pelechrinis, Konstantinos",Mary Ann Leibert,2018
,14,Big-BOE: Fusing Spanish Official Gazette with Big Data Technology,"Basanta-Val, P.; Sánchez-Fernández, L.",Mary Ann Leibert,2018
,15,"Correction to: Predictive Modeling with Big Data: Is Bigger Really Better? by Junqué de Fortuny E, Martens D, and Provost F. Big Data 2013;1(4):215–226.",unknown,Mary Ann Leibert,2019
,16,Scientific Training in the Era of Big Data: A New Pedagogy for Graduate Education,unknown,Mary Ann Leibert,2017
,17,Call for Special Issue Papers: Big Data-Driven Futuristic Fabric System in Societal Digital Transformation,"Chakraborty, Chinmay; Khan, Muhammad Khurram; Ahmad, Ishfaq",Mary Ann Leibert,2021
,18,Call for Special Issue Papers: Big Data-Driven Futuristic Fabric System in Societal Digital Transformation,"Chakraborty, Chinmay; Khan, Muhammad Khurram; Ahmad, Ishfaq",Mary Ann Leibert,2021
,19,Scalable Data Quality for Big Data: The Pythia Framework for Handling Missing Values,unknown,Mary Ann Leibert,2015
,20,Call for Special Issue Papers: Big Data-Driven Futuristic Fabric System in Societal Digital Transformation,"Chakraborty, Chinmay; Khan, Muhammad Khurram; Ahmad, Ishfaq",Mary Ann Leibert,2022
,21,Multiple Targets Tracking with Big Data-Based Measurement for Extended Binary Phase Shift Keying Transceiver,"Yu, Yao; Zhao, Junhui; Lenan, Wu",Mary Ann Leibert,2019
,22,"Bring it on, Big Data: Beyond the Hype",unknown,Mary Ann Leibert,2014
,23,Big data: new methods and ideas in geological scientific research,"Qi, Zhang; Xuelong, Liu",John Wiley & Sons Ltd,2019
,24,Computational Propaganda and Political Big Data: Moving Toward a More Critical Research Agenda,unknown,Mary Ann Leibert,2017
,25,"Capturing the value of biosurveillance ""big data"" through natural capital accounting","Castle, David; Hebert, Paul D.N.; Clare, Elizabeth L.; Hogg, Ian D.; Tremblay, Crystal",John Wiley & Sons Ltd,2021
,26,A big data-based RF localisation method for unmanned search and rescue,"Wang, Ju; Liu, Hongzhe; Bao, Hong; Montoya, Cesar Flores; Hinton, James",Inderscience,2018
,27,"Guest Editorial: Big Media Data: Understanding, Search, and Mining","Wang, J.; Qi, G.; Sebe, N.; Aggarwal, C.",unknown,2017
,28,"Guest Editorial: Big Media Data: Understanding, Search, and Mining","Wang, J.; Qi, G.; Sebe, N.; Aggarwal, C. C.",unknown,2016
,29,"Guest Editorial: Big Media Data: Understanding, Search, and Mining (Part 2)","Wang, J.; Qi, G.; Sebe, N.; Aggarwal, C. C.",unknown,2015
,30,A new approach for accurate distributed cluster analysis for Big Data: competitive K-Means,"Esteves, Rui Máximo; Hacker, Thomas; Rong, Chunming",Inderscience,2014
,31,A new approach for accurate distributed cluster analysis for Big Data: competitive K-Means,"Esteves, Rui Máximo; Hacker, Thomas; Rong, Chunming",Inderscience,2014
,32,Privacy models for big data: a survey,"Victor, Nancy; Lopez, Daphne; Abawajy, Jemal H.",Inderscience,2016
,33,"Special Issue on Biomedical Big Data: Understanding, Learning and Applications","Zhu, J.; Liu, A.; Chen, M.; Tasdizen, T.; Su, H.",unknown,2017
,34,A new big data approach based on geoecological information-modeling system,"Varotsos, Costas A.; Krapivin, Vladimir F.",John Wiley & Sons Ltd,2017
,35,Spatial patterns of urban green space and its actual utilization status in China based on big data analysis,"Huang, Yiyi; Lin, Tao; Zhang, Guoqin; Zhu, Yongguan; Zeng, Zhiwei; Ye, Hong",John Wiley & Sons Ltd,2021
,36,"Comparative study of big data of global adakites and mineralization-related granite in the Geza arc metallogenic belt, northwest Yunnan, Southwest China","Xuelong, Liu; Wenchang, Li; Qi, Zhang; Na, Zhang; Changzhen, Zhang; Ying, Luo; Shuaishuai, Wang; Fucheng, Yang; Jianhang, Chen; Zhenhuan, Li",John Wiley & Sons Ltd,2018
,37,Earth observation and geospatial big data management and engagement of stakeholders in Hungary to support the SDGs,"Mihály, Szabolcs; Remetey-Fülöpp, Gábor; Kristóf, Dániel; Czinkóczky, Anna; Palya, Tamás; Pásztor, László; Rudan, Pál; Szabó, György; Zentai, László",John Wiley & Sons Ltd,2021
,38,Big data in support of the Sustainable Development Goals: a celebration of the establishment of the International Research Center of Big Data for Sustainable Development Goals (CBAS),"Guo, Huadong; Hackmann, Heide; Gong, Ke",John Wiley & Sons Ltd,2021
,39,Recent advance in earth observation big data for hydrology,"Chen, Lajiao; Wang, Lizhe",John Wiley & Sons Ltd,2018
,40,Correction to: Big Data 2016;4:60–66,unknown,Mary Ann Leibert,2016
,41,Call for Special Issue Papers: Big Scientific Data and Machine Learning in Science and Engineering,"Anaraki, Farhad Pourkamali; Hariri-Ardebili, M. Amin; Becker, Stephen; Raissi, Maziar",Mary Ann Leibert,2021
,42,Call for Papers: Special Issue on Big Data in Robotics,unknown,Mary Ann Leibert,2016
,43,Call for Papers: Special Issue on Computational Propaganda and Political Big Data,unknown,Mary Ann Leibert,2017
,44,Big data in support of the sustainable development goals (continued): a celebration of the establishment of the International Research Center of Big Data for Sustainable Development Goals (CBAS),"Guo, Huadong; Hackmann, Heide; Gong, Ke",John Wiley & Sons Ltd,2021
,45,Atmospheric and ecosystem big data providing key contributions in reaching United Nations' Sustainable Development Goals,"Kulmala, Markku; Lintunen, Anna; Ylivinkka, Ilona; Mukkala, Janne; Rantanen, Rosa; Kujansuu, Joni; Petäjä, Tuukka; Lappalainen, Hanna K.",John Wiley & Sons Ltd,2021
,46,Call for Papers: Special Issue on Big Data in Robotics,unknown,Mary Ann Leibert,2016
,47,Call for Special Issue Papers: Big Data Analytics in Industrial Intelligence,"Tsai, Sang-Bing; Wu, Chia-Huei; Qi, Lianyong",Mary Ann Leibert,2022
,48,The Uses of Big Data in Cities,unknown,Mary Ann Leibert,2014
,49,Big data drives the development of Earth science,"Guo, Huadong",John Wiley & Sons Ltd,2017
,50,Curating Big Data Made Simple: Perspectives from Scientific Communities,unknown,Mary Ann Leibert,2014
,51,Big Data and the Rise of Machines in Financial Markets,unknown,Mary Ann Leibert,2014
,52,Big Data 2.0: Cataclysm or Catalyst?,unknown,Mary Ann Leibert,2014
,53,Why Big Data = Big Deal,unknown,Mary Ann Leibert,2014
,54,Optimizing Sentinel-2 image selection in a Big Data context,"Kempeneers, P.; Soille, P.",John Wiley & Sons Ltd,2017
,55,New discrimination diagrams for basalts based on big data research,"Zhang, Qi; Sun, Weidong; Zhao, Yong; Yuan, Fanglin; Jiao, Shoutao; Chen, Wanfeng",John Wiley & Sons Ltd,2019
,56,Big data ensemble clinical prediction for healthcare data by using deep learning model,"Rallapalli, Sreekanth; Gondkar, R.R.",Inderscience,2018
,57,Big data (lost) in the cloud,"Di Martino, Beniamino; Aversa, Rocco; Cretella, Giuseppina; Esposito, Antonio; Kołodziej, Joanna",Inderscience,2014
,58,An Exercise in Exploring Big Data for Producing Reliable Statistical Information,unknown,Mary Ann Leibert,2016
,59,Call for Special Issue Papers: Cloud Computing and Big Data for Cognitive IoT,"Verdu, Elena; Nieto, Yuri Vanessa; Saleem, Nasir",Mary Ann Leibert,2022
,60,Data behaviours model for Big Data visual analytics,"Zhang, Jinson; Huang, Mao Lin",Inderscience,2016
,61,"Big Data, Efficient Markets, and the End of Daily Fantasy Sports As We Know It?","Urbaczewski, Andrew; Elmore, Ryan",Mary Ann Leibert,2018
,62,TV Audience Measurement with Big Data,unknown,Mary Ann Leibert,2014
,63,Big Data on Robotics,unknown,Mary Ann Leibert,2016
,64,Combining Human Computing and Machine Learning to Make Sense of Big (Aerial) Data for Disaster Response,unknown,Mary Ann Leibert,2016
,65,Call for Special Issue Papers: Deep Learning Assisted Big Data Analytics for Biomedical Applications and Digital Healthcare,"Wang, Gai-Ge; Gao, Xiao-Zhi; Pei, Yan",Mary Ann Leibert,2022
,66,Big uncertain data of multiple sensors efficient processing with high order multi-hypothesis: an evidence theoretic approach,"Jafari, Hossein; Li, Xiangfang; Qian, Lijun; Aved, Alexander J.; Kroecker, Timothy S.",Inderscience,2018
,67,Unsupervised Tensor Mining for Big Data Practitioners,unknown,Mary Ann Leibert,2016
,68,Big data analytics capability for digital transformation in the insurance sector,"Moturi, Christopher A.; Okemwa, Vincent O.; Orwa, Daniel O.",Inderscience,2021
,69,Big data (lost) in the cloud,"Di Martino, Beniamino; Aversa, Rocco; Cretella, Giuseppina; Esposito, Antonio; Kołodziej, Joanna",Inderscience,2014
,70,The challenges of a Big Data Earth,"Boulton, Geoffrey",John Wiley & Sons Ltd,2018
,71,Big Data As an Enabler of Primary Education,unknown,Mary Ann Leibert,2016
,72,Call for Special Issue Papers: Big Data and the Internet-of-Things in Complex Information Systems: Selections from IoTBDS 2022 and COMPLEXIS 2022,"Chang, Victor; Kacsuk, Péter; Wills, Gary; Behringer, Reinhold",Mary Ann Leibert,2022
,73,Exploiting Reused-Based Sharing Work Opportunities in Big Data Multiquery Optimization with Flink,"Sahal, Radhya; Khafagy, Mohammed H.; Omara, Fatma A.",Mary Ann Leibert,2021
,74,Furthest-Pair-Based Binary Search Tree for Speeding Big Data Classification Using K-Nearest Neighbors,"Hassanat, A. B. A.",Mary Ann Leibert,2018
,75,Call for Special Issue Papers: Big Data Analytics for Agricultural Disaster Management,"Balamurugan, S.; Muthu, Bala Anand; Peng, Sheng-Lung; Wahab, Mohd Helmy Abd",Mary Ann Leibert,2020
,76,Call for Special Issue Papers: Programming Models and Algorithms for Big Data,"Al-Turjman, Fadi; Hamouda, Walaa; Mumtaz, Shahid",Mary Ann Leibert,2020
,77,MRS-DP: Improving Performance and Resource Utilization of Big Data Applications with Deadlines and Priorities,"Upadhyay, Utsav; Sikka, Geeta",Mary Ann Leibert,2020
,78,MonkeyKing: Adaptive Parameter Tuning on Big Data Platforms with Deep Reinforcement Learning,"Du, Haizhou; Han, Ping; Xiang, Qiao; Huang, Sheng",Mary Ann Leibert,2020
,79,Call for Special Issue Papers: Soft Computing Models for Big Data and Internet of Things,"Chilamkurti, Naveen; Paul, Anand; Kumar, Akshi",Mary Ann Leibert,2020
,80,Call for Special Issue Papers: Internet of Medical Things in Big Data for Pervasive Medical Care,"Din, Sadia; Aslan, Nauman; Cheung, Simon K.S.; Hasan, Khondker",Mary Ann Leibert,2020
,81,Moth-Flame Optimization-Bat Optimization: Map-Reduce Framework for Big Data Clustering Using the Moth-Flame Bat Optimization and Sparse Fuzzy C-Means,"Ravuri, Vasavi; Vasundra, S.",Mary Ann Leibert,2020
,82,Call for Special Issue Papers: Multimedia Big Data Analytics for Engineering Education,"Kumar, Priyan Malarvizhi; Pandey, Hari Mohan; Srivastava, Gautam",Mary Ann Leibert,2020
,83,SecDedoop: Secure Deduplication with Access Control of Big Data in the HDFS/Hadoop Environment,"Ramya, P.; Sundar, C.",Mary Ann Leibert,2020
,84,Optimal Feature Selection for Big Data Classification: Firefly with Lion-Assisted Model,"Selvi, Ramar Senthamil; Valarmathi, Muniyappan Lakshapalam",Mary Ann Leibert,2020
,85,"An Efficient, Ensemble-Based Classification Framework for Big Medical Data","Khan, Firoz; Siva Prasad, Balusupati Veera Venkata; Syed, Salman Ali; Ashraf, Imran; Ramasamy, Lakshmana Kumar",Mary Ann Leibert,2022
,86,Big Data Literature Search,unknown,Mary Ann Leibert,2014
,87,Call for Special Issue Papers: Soft Computing Models for Big Data and Internet of Things,"Chilamkurti, Naveen; Paul, Anand; Kumar, Akshi",Mary Ann Leibert,2020
,88,Big Data in Business: A Bibliometric Analysis of Relevant Literature,"Nobanee, Haitham",Mary Ann Leibert,2020
,89,"On the Unstructured Big Data Analytical Methods in Firms: Conceptual Model, Measurement, and Perception","Tarka, Piotr; Jędrych, Elżbieta",Mary Ann Leibert,2020
,90,Call for Special Issue Papers: Programming Models and Algorithms for Big Data,"Al-Turjman, Fadi; Hamouda, Walaa; Mumtaz, Shahid",Mary Ann Leibert,2020
,91,Big Data Based Security Analytics for Protecting Virtualized Infrastructures in Cloud Computing,"Win, T. Y.; Tianfield, H.; Mair, Q.",unknown,2018
,92,SOOM: Sort-Based Optimizer for Big Data Multi-Query,"Sahal, Radhya; Khafagy, Mohammed H.; Omara, Fatma A.",Mary Ann Leibert,2020
,93,Call for Special Issue Papers: Big Data in Business,"Nobanee, Haitham",Mary Ann Leibert,2020
,94,"Interview with Dr. Silvio Carta, Author of the Book Big Data, Code and the Discrete City (Routledge 2019)","Carta, Silvio",Mary Ann Leibert,2019
,95,Strength in Numbers: Using Big Data to Simplify Sentiment Classification,unknown,Mary Ann Leibert,2017
,96,A Message from the Editor-in-Chief of Big Data,unknown,Mary Ann Leibert,2017
,97,Big data and analytics: a data management perspective in public administration,"Mittal, Prabhat",Inderscience,2020
,98,"Deep Learning on Big, Sparse, Behavioral Data","De Cnudde, Sofie; Ramon, Yanou; Martens, David; Provost, Foster",Mary Ann Leibert,2019
,99,Toward Business Process Innovation in the Big Data Era: A Mediating Role of Big Data Knowledge Management,"Saide, Saide; Sheng, Margaret L.",Mary Ann Leibert,2020
,100,Overcoming Resistance to Big Data and Operational Changes Through Interactive Data Visualization,"Phillips-Wren, Gloria; McKniff, Sueanne",Mary Ann Leibert,2020
